user_id,gig_type,city,vehicle_class,monthly_avg_income,raw_income_cv,cohort_adjusted_volatility,income_trend_slope,income_floor_ratio,earning_gap_irregularity,upi_monthly_txns,utility_on_time_ratio,platform_tenure_months,avg_savings_ratio,avg_platform_rating,rating_trend,data_completeness,trust_score
GIG_4429,home_services,mumbai,car,50803.33,0.26,0.0315,-0.01159,0.5938,0.6544,,0.7681,27,0.2517,3.51,-0.375,0.6667,492
GIG_4430,food_delivery,mumbai,bike,43554.52,0.2733,0.0212,-0.00017,0.1739,0.6371,88.0,,6,0.2033,3.25,0.067,0.6667,601
GIG_4431,ride_hailing,delhi,car,39218.61,0.3151,0.0749,0.00783,0.0905,0.9864,122.0,0.7829,23,0.2779,2.85,0.367,1.0,651
GIG_4432,courier,hyderabad,car,39673.18,0.2437,0.0122,0.00358,0.3561,1.17,122.0,0.9961,38,0.2527,4.3,0.171,1.0,527
GIG_4433,home_services,hyderabad,none,13777.79,0.2128,-0.0237,0.00858,0.4329,0.3796,64.0,0.6136,27,0.2537,3.04,0.516,1.0,709
GIG_4434,home_services,pune,none,42596.03,0.3304,0.0944,-0.01347,0.5003,0.7224,129.0,0.818,24,0.2619,3.82,-0.592,1.0,442
GIG_4435,ride_hailing,bengaluru,car,26709.36,0.3312,0.0747,0.00311,0.0904,0.8034,105.0,0.688,33,0.2961,,,0.6667,645
GIG_4436,food_delivery,delhi,scooter,49157.39,0.2884,0.0208,0.01256,0.3477,0.4726,124.0,0.8148,34,0.3186,3.66,0.362,1.0,654
GIG_4437,food_delivery,pune,scooter,53516.69,0.3,0.0374,-0.0048,0.2204,0.252,127.0,,22,0.1889,3.04,-0.074,0.6667,542
GIG_4438,home_services,bengaluru,bike,23335.67,0.2089,-0.0264,-0.0016,0.5092,0.6745,90.0,0.6923,18,0.2269,3.62,0.058,1.0,557
GIG_4439,ride_hailing,delhi,car,33347.96,0.1563,-0.0839,0.00051,0.7039,0.5792,,,18,0.2148,3.48,0.036,0.3333,495
GIG_4440,ride_hailing,delhi,bike,21288.69,0.1944,-0.0479,0.00013,0.4522,0.8563,71.0,0.7894,25,0.2515,3.38,-0.003,1.0,452
GIG_4441,food_delivery,bengaluru,bike,13261.64,0.1978,-0.047,-0.00025,0.613,1.285,92.0,0.7271,26,0.2317,4.11,-0.175,1.0,693
GIG_4442,ride_hailing,pune,car,35827.4,0.1867,-0.0631,0.00162,0.5392,0.606,127.0,0.8335,22,0.2429,3.84,0.093,1.0,598
GIG_4443,courier,delhi,bike,44320.09,0.3424,0.0804,-0.01329,0.161,0.6512,,0.6153,29,0.2972,3.3,-0.286,0.6667,362
GIG_4444,food_delivery,hyderabad,scooter,45467.81,0.2841,0.02175,-0.00989,0.276,0.4595,140.0,0.8298,31,0.3153,3.76,-0.32,1.0,444
GIG_4445,courier,pune,bike,52551.99,0.2326,0.0,-0.00605,0.2235,0.7626,92.0,0.5,25,0.1732,2.94,-0.139,1.0,300
GIG_4446,ride_hailing,delhi,car,51005.37,0.2335,-0.0067,-0.00065,0.238,0.6272,128.0,1.0,17,0.1951,3.3,-0.008,1.0,433
GIG_4447,ride_hailing,bengaluru,car,36860.17,0.1847,-0.0718,0.00413,0.5888,0.7881,102.0,0.5979,14,0.1878,3.46,0.277,1.0,741
GIG_4448,food_delivery,bengaluru,scooter,53135.37,0.2517,-0.0111,0.00056,0.276,0.2966,118.0,0.6531,29,0.2698,3.74,0.077,1.0,487
GIG_4449,home_services,pune,car,14525.47,0.2,-0.0306,0.00121,0.4269,0.5902,71.0,0.6502,25,0.2197,3.19,0.074,1.0,576
GIG_4450,ride_hailing,mumbai,car,14832.57,0.2965,0.0445,-0.00238,0.2419,0.7105,57.0,0.5,23,0.1824,2.69,-0.084,1.0,306
GIG_4451,food_delivery,bengaluru,scooter,42374.29,0.2533,-0.0095,-0.00026,0.3835,0.4884,,0.5583,33,0.2072,3.22,0.069,0.6667,539
GIG_4452,home_services,hyderabad,bike,24185.63,0.2303,0.0,0.00412,0.2242,0.5621,73.0,0.5,17,0.1688,2.92,-0.083,1.0,459
GIG_4453,home_services,pune,car,48162.42,0.3913,0.1607,0.00088,0.1784,0.3279,96.0,0.5,8,0.1132,1.92,-0.087,1.0,481
GIG_4454,food_delivery,bengaluru,scooter,17752.14,0.2033,-0.0595,0.00196,0.533,0.4288,107.0,,25,0.2797,3.32,-0.001,0.6667,725
GIG_4455,courier,pune,scooter,29704.9,0.3378,0.10645,-0.00924,0.259,0.7683,86.0,,8,0.1959,3.51,-0.459,0.6667,333
GIG_4456,food_delivery,pune,scooter,18174.76,0.2145,-0.0481,0.00361,0.3667,0.6799,50.0,,12,0.1976,3.08,0.007,0.6667,546
GIG_4457,courier,mumbai,car,18590.12,0.2978,0.081,0.01326,0.4823,0.5956,105.0,0.7894,31,0.3176,4.49,0.486,1.0,797
GIG_4458,ride_hailing,mumbai,car,43185.39,0.3129,0.0609,-0.0102,0.2161,1.3362,93.0,0.8248,8,0.1798,2.34,-0.432,1.0,413
GIG_4459,home_services,delhi,none,47686.09,0.377,0.1354,-0.02094,0.1896,0.6246,145.0,0.79,37,0.3203,3.98,-0.426,1.0,386
GIG_4460,home_services,pune,none,34046.08,0.3438,0.1078,-0.01226,0.2574,0.4393,101.0,,21,0.2262,2.45,-0.409,0.6667,354
GIG_4461,ride_hailing,mumbai,car,38129.66,0.2417,-0.0103,0.01239,0.6499,0.3958,80.0,0.6191,14,0.1753,3.39,0.26,1.0,722
GIG_4462,ride_hailing,mumbai,car,24375.89,0.3121,0.0601,-0.01291,0.3698,0.8643,114.0,0.7077,26,0.3025,3.61,-0.247,1.0,416
GIG_4463,home_services,mumbai,bike,26082.88,0.3048,0.0865,-0.00085,0.3589,1.0499,122.0,0.7158,41,0.3354,4.03,-0.032,1.0,600
GIG_4464,food_delivery,mumbai,bike,45083.85,0.1669,-0.0852,0.00075,0.5691,0.3881,111.0,0.9928,40,0.3636,4.72,-0.01,1.0,666
GIG_4465,food_delivery,pune,bike,28408.11,0.3243,0.0612,0.00893,0.1822,0.889,66.0,0.6091,8,0.1295,1.76,0.31,1.0,506
GIG_4466,ride_hailing,delhi,car,34323.58,0.2794,0.0392,-0.01302,0.4504,0.5098,129.0,0.8221,39,0.3447,3.83,-0.401,1.0,458
GIG_4467,home_services,mumbai,none,44712.07,0.1503,-0.0895,-0.0028,0.6076,0.5691,98.0,0.6273,27,0.2148,3.31,0.089,1.0,513
GIG_4468,food_delivery,bengaluru,bike,42801.69,0.2498,0.005,0.00267,0.5127,0.908,90.0,0.7605,11,0.1866,,,0.6667,422
GIG_4469,ride_hailing,mumbai,car,18685.31,0.2803,0.0283,0.00119,0.3158,0.4899,72.0,0.6793,32,0.2145,3.56,0.009,1.0,497
GIG_4470,courier,delhi,bike,35545.16,0.3393,0.0773,0.0054,0.1392,0.9709,135.0,0.5194,31,0.2759,3.12,0.15,1.0,454
GIG_4471,food_delivery,delhi,bike,45219.8,0.2351,-0.02645,0.00749,0.5845,0.6246,133.0,0.7607,33,0.297,3.92,0.41,1.0,702
GIG_4472,food_delivery,mumbai,car,46232.21,0.2256,-0.03075,-0.00084,0.4127,0.504,111.0,0.6437,20,0.1954,2.59,-0.134,1.0,520
GIG_4473,home_services,hyderabad,none,31720.78,0.2644,0.0279,0.01207,0.4404,0.5478,109.0,0.9058,25,0.2795,3.44,0.553,1.0,801
GIG_4474,food_delivery,pune,scooter,48045.08,0.1678,-0.0948,0.00249,0.5627,0.7088,104.0,0.7002,20,0.2069,3.27,-0.22,1.0,441
GIG_4475,food_delivery,mumbai,scooter,31347.27,0.2285,-0.0325,-0.00422,0.3218,0.4255,115.0,,36,0.2931,3.51,-0.08,0.6667,540
GIG_4476,courier,mumbai,scooter,17292.62,0.2637,0.0304,-0.01273,0.4659,0.6347,103.0,0.8183,36,0.3391,,,0.6667,591
GIG_4477,courier,pune,scooter,43573.83,0.2623,0.03095,0.00862,0.2788,0.7178,,0.6945,26,0.2358,3.12,0.402,0.6667,630
GIG_4478,home_services,delhi,none,13481.48,0.2301,-0.0115,0.00423,0.3357,0.5061,99.0,0.7311,26,0.3001,3.72,0.242,1.0,522
GIG_4479,courier,delhi,scooter,48423.4,0.2622,0.01075,-0.01285,0.3997,0.6196,88.0,,11,0.1667,2.67,-0.402,0.6667,405
GIG_4480,courier,pune,bike,31635.47,0.2381,0.0055,0.01146,0.3615,0.4394,97.0,,13,0.2322,3.23,0.455,0.6667,567
GIG_4481,courier,bengaluru,bike,28945.22,0.23,-0.0114,-0.00082,0.1624,0.7413,93.0,0.8975,31,0.2714,3.17,0.196,1.0,643
GIG_4482,food_delivery,pune,bike,15926.64,0.2262,-0.0369,0.00165,0.2846,0.7676,97.0,,35,0.2869,3.74,-0.023,0.6667,703
GIG_4483,food_delivery,hyderabad,scooter,13063.26,0.2639,0.00155,-0.00416,0.2701,0.761,50.0,0.7203,10,0.1954,2.8,0.146,1.0,517
GIG_4484,ride_hailing,mumbai,car,12405.01,0.1433,-0.1087,-0.00398,0.6194,0.3358,93.0,0.628,39,0.2328,3.43,0.001,1.0,522
GIG_4485,food_delivery,hyderabad,scooter,44868.84,0.1763,-0.08605,4e-05,0.6706,0.3975,104.0,0.8843,34,0.3193,3.74,0.111,1.0,557
GIG_4486,ride_hailing,mumbai,scooter,26599.08,0.1443,-0.0844,-0.00549,0.7254,0.51,,0.893,35,0.3095,3.71,-0.131,0.6667,594
GIG_4487,courier,pune,scooter,28105.91,0.2441,0.01275,-0.00658,0.3367,0.3752,90.0,0.8605,42,0.2644,3.91,-0.099,1.0,409
GIG_4488,ride_hailing,delhi,car,39006.89,0.2296,-0.0106,-0.01004,0.5219,0.4039,121.0,0.7293,33,0.3106,4.03,-0.323,1.0,505
GIG_4489,courier,hyderabad,scooter,11407.88,0.276,0.04115,0.00268,0.2538,0.9636,71.0,1.0,23,0.2345,2.88,0.18,1.0,575
GIG_4490,ride_hailing,delhi,car,26071.74,0.2589,0.0187,0.00837,0.2456,0.5334,52.0,0.6514,12,0.1703,2.39,0.345,1.0,519
GIG_4491,ride_hailing,mumbai,car,13897.19,0.3796,0.1276,-0.0157,0.2132,0.2573,67.0,,22,0.2259,3.25,-0.353,0.6667,399
GIG_4492,courier,hyderabad,bike,39813.45,0.2369,-0.0019,-0.00274,0.2542,0.5982,89.0,,15,0.2165,3.0,0.006,0.6667,607
GIG_4493,courier,hyderabad,scooter,42738.24,0.1821,-0.05275,0.00296,0.4357,0.4885,101.0,0.8163,28,0.2754,3.96,0.109,1.0,599
GIG_4494,food_delivery,mumbai,bike,15661.1,0.2485,-0.0036,-0.00012,0.3571,0.6089,76.0,0.6319,31,0.2268,3.54,0.006,1.0,528
GIG_4495,food_delivery,mumbai,bike,35620.8,0.1969,-0.0552,3e-05,0.4254,0.4527,118.0,0.7924,47,0.3334,4.15,-0.11,1.0,645
GIG_4496,home_services,delhi,none,44611.54,0.2278,-0.0138,0.00015,0.3063,0.3606,119.0,0.9325,21,0.1905,3.15,-0.07,1.0,621
GIG_4497,courier,mumbai,scooter,12745.06,0.232,-0.0013,0.00015,0.1275,0.9171,46.0,0.6722,15,0.1135,2.83,-0.022,1.0,391
GIG_4498,ride_hailing,bengaluru,car,24605.73,0.1986,-0.0579,0.00052,0.434,0.657,73.0,0.9055,19,0.3139,3.96,-0.224,1.0,701
GIG_4499,ride_hailing,bengaluru,car,26455.22,0.219,-0.0375,0.00417,0.3508,1.1644,73.0,0.5786,18,0.2554,3.27,0.046,1.0,585
GIG_4500,food_delivery,bengaluru,bike,13726.7,0.3002,0.0554,-0.00931,0.3788,0.5791,89.0,0.7387,32,0.3321,4.36,-0.361,1.0,483
GIG_4501,ride_hailing,mumbai,bike,48404.25,0.2717,0.01735,-0.0014,0.1827,0.5422,111.0,0.8847,32,0.2817,3.93,-0.075,1.0,514
GIG_4502,ride_hailing,pune,bike,28457.82,0.1853,-0.05025,0.00204,0.4946,0.4749,96.0,,31,0.2997,4.1,-0.014,0.6667,659
GIG_4503,food_delivery,delhi,bike,19286.07,0.2652,0.00365,-0.00168,0.2585,0.5477,122.0,0.6476,30,0.2436,3.59,0.044,1.0,550
GIG_4504,food_delivery,pune,scooter,41659.49,0.2628,0.0002,-0.00061,0.3902,0.6208,91.0,0.6531,24,0.2762,3.63,-0.033,1.0,523
GIG_4505,food_delivery,hyderabad,bike,47356.04,0.3392,0.0687,0.0064,0.2182,0.9477,118.0,0.8561,30,0.1872,3.47,0.039,1.0,527
GIG_4506,food_delivery,bengaluru,bike,38502.95,0.3303,0.0855,0.01604,0.343,0.7199,104.0,0.7914,20,0.2232,3.11,0.374,1.0,637
GIG_4507,courier,bengaluru,scooter,41966.19,0.2572,0.0257,0.00321,0.2451,0.4281,79.0,0.6658,17,0.2037,3.21,0.001,1.0,589
GIG_4508,home_services,bengaluru,none,25450.03,0.227,-0.00235,0.00582,0.3914,0.5359,125.0,0.9574,39,0.3893,4.38,0.241,1.0,848
GIG_4509,food_delivery,hyderabad,bike,48677.93,0.3668,0.0963,-0.01949,0.3851,0.952,,0.7991,8,0.1929,3.28,-0.484,0.6667,412
GIG_4510,ride_hailing,delhi,car,18580.72,0.358,0.1178,-0.02053,0.3474,0.9165,,0.7039,26,0.2706,3.5,-0.293,0.6667,443
GIG_4511,food_delivery,mumbai,bike,43045.31,0.275,0.0229,0.00411,0.312,0.6044,111.0,0.8319,39,0.2362,,,0.6667,602
GIG_4512,ride_hailing,pune,car,21489.12,0.242,-0.0078,0.00249,0.4137,1.0489,101.0,0.5526,43,0.2147,3.53,0.162,1.0,602
GIG_4513,food_delivery,delhi,scooter,45092.93,0.2161,-0.0515,0.00157,0.3586,0.9673,104.0,0.6876,31,0.2803,3.74,0.077,1.0,513
GIG_4514,food_delivery,mumbai,bike,32379.98,0.2506,-0.0015,0.01113,0.6058,0.5434,96.0,0.6163,23,0.1703,3.03,0.3,1.0,585
GIG_4515,ride_hailing,pune,scooter,37988.9,0.2952,0.0456,0.00861,0.2442,0.8563,81.0,0.8721,14,0.1821,2.8,0.35,1.0,642
GIG_4516,food_delivery,hyderabad,car,10416.39,0.2595,-0.00605,-0.00245,0.3229,0.8119,60.0,0.5,21,0.1538,2.58,-0.065,1.0,505
GIG_4517,home_services,bengaluru,none,23179.42,0.1833,-0.04605,-0.00054,0.3501,0.6676,70.0,,9,0.1762,3.44,-0.132,0.6667,369
GIG_4518,home_services,delhi,none,23945.27,0.3617,0.1201,-0.01973,0.3529,0.6187,99.0,0.7279,26,0.2874,3.64,-0.436,1.0,410
GIG_4519,courier,hyderabad,car,14009.64,0.1733,-0.0582,-0.00081,0.4069,0.4787,97.0,0.7663,28,0.2687,3.64,0.14,1.0,576
GIG_4520,ride_hailing,pune,car,50441.17,0.2875,0.0377,0.01196,0.1999,0.767,103.0,0.584,34,0.2509,2.96,0.218,1.0,561
GIG_4521,food_delivery,delhi,bike,53655.25,0.342,0.08045,0.01019,0.1856,0.6916,,0.8084,23,0.2232,2.73,0.338,0.6667,689
GIG_4522,food_delivery,hyderabad,bike,41747.96,0.2511,-0.0194,0.00132,0.146,0.55,90.0,0.5776,24,0.151,2.61,-0.226,1.0,450
GIG_4523,ride_hailing,pune,car,30468.66,0.3531,0.1033,0.00067,0.0953,0.4919,127.0,0.8959,35,0.3725,4.02,0.065,1.0,408
GIG_4524,food_delivery,delhi,scooter,12835.45,0.2785,0.0109,0.01407,0.5059,0.3476,97.0,0.6955,39,0.2945,4.09,0.602,1.0,866
GIG_4525,ride_hailing,pune,car,14812.59,0.2249,-0.0249,-0.00777,0.3997,0.5038,101.0,0.7147,25,0.3137,3.61,-0.331,1.0,622
GIG_4526,food_delivery,pune,bike,44215.37,0.2885,0.0254,-0.0087,0.437,0.8367,138.0,0.8378,33,0.3187,3.87,-0.196,1.0,531
GIG_4527,food_delivery,hyderabad,bike,26186.86,0.161,-0.1095,0.00082,0.6759,0.4998,84.0,0.6143,30,0.2037,2.81,0.127,1.0,462
GIG_4528,ride_hailing,pune,car,12781.15,0.146,-0.1038,0.00155,0.6101,0.4867,75.0,0.7051,17,0.2458,3.3,-0.061,1.0,642
GIG_4529,food_delivery,mumbai,scooter,15667.34,0.2999,0.0389,0.01312,0.3557,0.8639,95.0,0.9712,23,0.3153,3.85,0.423,1.0,783
GIG_4530,food_delivery,delhi,scooter,51847.1,0.2204,-0.0472,0.0017,0.4575,0.5577,110.0,0.8333,19,0.2265,3.95,0.024,1.0,564
GIG_4531,ride_hailing,bengaluru,car,46323.92,0.2522,-0.0043,0.00636,0.2513,0.6722,130.0,0.9381,39,0.2668,3.98,-0.032,1.0,638
GIG_4532,home_services,hyderabad,none,11028.22,0.2381,0.0016,-0.00498,0.2692,0.4047,109.0,0.8937,46,0.3216,,,0.6667,545
GIG_4533,food_delivery,pune,scooter,51953.78,0.2438,-0.0188,-0.00694,0.408,0.3721,137.0,0.7699,32,0.2896,3.09,-0.355,1.0,464
GIG_4534,ride_hailing,bengaluru,car,22373.65,0.3588,0.1023,-0.01774,0.1303,0.8759,72.0,,29,0.2642,3.03,-0.346,0.6667,476
GIG_4535,courier,pune,scooter,40256.57,0.3943,0.16295,0.01567,0.196,0.6348,101.0,0.6458,37,0.2797,2.95,0.574,1.0,582
GIG_4536,courier,hyderabad,bike,46358.28,0.206,-0.0328,0.00101,0.3313,0.5334,,0.7865,20,0.268,4.12,0.054,0.6667,635
GIG_4537,courier,hyderabad,scooter,11404.91,0.2006,-0.03425,0.0078,0.5421,0.5681,102.0,0.9874,37,0.2964,4.23,0.262,1.0,733
GIG_4538,ride_hailing,bengaluru,car,46752.93,0.1937,-0.0628,0.00281,0.3832,1.1457,108.0,0.6062,38,0.2643,3.08,0.074,1.0,565
GIG_4539,ride_hailing,hyderabad,bike,47552.04,0.2745,0.0476,-0.00071,0.1949,0.7054,129.0,0.8774,41,0.2953,4.0,0.158,1.0,616
GIG_4540,courier,hyderabad,scooter,34938.61,0.1956,-0.03925,0.00012,0.287,0.353,111.0,0.9675,27,0.2687,3.91,-0.121,1.0,592
GIG_4541,home_services,bengaluru,car,39731.89,0.2319,-0.011,0.00492,0.3635,0.5339,116.0,,30,0.3225,3.27,0.178,0.6667,522
GIG_4542,food_delivery,bengaluru,scooter,36722.83,0.223,-0.0398,0.00269,0.2915,0.507,110.0,0.5,31,0.2246,2.9,-0.11,1.0,398
GIG_4543,home_services,bengaluru,none,22341.35,0.2249,-0.00445,0.00966,0.3168,0.7349,88.0,0.7265,29,0.2252,3.57,0.515,1.0,685
GIG_4544,food_delivery,mumbai,bike,17768.33,0.3187,0.0666,-0.01715,0.5522,0.7874,75.0,0.6586,19,0.1988,3.31,-0.412,1.0,397
GIG_4545,courier,mumbai,bike,47393.38,0.278,0.0595,-0.00037,0.1452,0.4869,89.0,,11,0.1787,2.4,-0.025,0.6667,378
GIG_4546,food_delivery,mumbai,bike,34777.52,0.3296,0.0775,0.00629,0.3408,0.3632,117.0,0.9425,36,0.3096,3.71,0.68,1.0,759
GIG_4547,home_services,bengaluru,bike,23021.6,0.2659,0.0306,-0.00449,0.086,0.6897,,,18,0.2027,3.22,-0.35,0.3333,384
GIG_4548,ride_hailing,hyderabad,car,37901.17,0.1781,-0.0621,-0.00247,0.5089,0.5681,88.0,0.7812,27,0.232,3.62,-0.076,1.0,650
GIG_4549,home_services,pune,none,21244.06,0.336,0.1,0.01765,0.2814,0.9231,65.0,0.8137,17,0.1957,3.0,0.474,1.0,716
GIG_4550,ride_hailing,pune,car,26916.14,0.2161,-0.0337,7e-05,0.3132,0.938,98.0,0.7561,28,0.2714,3.72,0.135,1.0,639
GIG_4551,courier,delhi,bike,51545.73,0.1555,-0.1065,-6e-05,0.7476,0.3339,138.0,0.7103,46,0.3042,3.17,0.026,1.0,548
GIG_4552,food_delivery,bengaluru,scooter,14684.2,0.4674,0.2046,-0.02305,0.1548,0.3375,51.0,0.9124,16,0.2258,2.88,-0.323,1.0,342
GIG_4553,courier,mumbai,bike,12371.32,0.2757,0.0572,0.00542,0.1564,0.579,73.0,0.8231,15,0.2365,3.01,0.087,1.0,526
GIG_4554,food_delivery,hyderabad,scooter,35846.57,0.2662,0.00385,-0.00835,0.3947,0.2736,90.0,0.8405,20,0.2337,2.83,-0.248,1.0,473
GIG_4555,food_delivery,bengaluru,scooter,24845.52,0.3608,0.098,-0.01748,0.271,1.2983,86.0,0.9251,19,0.1974,3.68,-0.348,1.0,300
GIG_4556,food_delivery,delhi,scooter,33427.94,0.2323,-0.0353,-0.00549,0.5981,0.5874,,0.5926,19,0.2391,3.46,-0.213,0.6667,493
GIG_4557,food_delivery,delhi,scooter,30372.11,0.3063,0.0387,0.00534,0.139,1.3113,,0.6547,25,0.1748,2.55,-0.066,0.6667,394
GIG_4558,ride_hailing,hyderabad,scooter,11124.1,0.2639,0.0335,-0.00178,0.3419,0.5885,85.0,,33,0.2978,3.46,-0.104,0.6667,565
GIG_4559,courier,bengaluru,bike,35478.46,0.2399,-0.0015,0.00196,0.3442,1.3867,114.0,0.6603,39,0.2601,3.96,-0.032,1.0,418
GIG_4560,ride_hailing,mumbai,car,47063.56,0.2223,-0.0297,0.00402,0.2857,0.9111,122.0,0.6044,33,0.2626,3.78,-0.177,1.0,603
GIG_4561,ride_hailing,hyderabad,car,13894.22,0.1771,-0.0631,0.0052,0.3654,0.4434,61.0,0.642,11,0.1404,2.65,0.063,1.0,489
GIG_4562,food_delivery,delhi,scooter,15740.78,0.24,-0.0276,-0.00954,0.5945,0.7899,55.0,0.7119,16,0.1729,3.02,-0.36,1.0,343
GIG_4563,home_services,hyderabad,none,20318.04,0.1573,-0.0792,0.00095,0.4547,0.5654,117.0,0.6419,33,0.3487,3.54,0.176,1.0,660
GIG_4564,home_services,delhi,none,35117.32,0.2648,0.0232,-0.0163,0.461,0.3759,80.0,,26,0.2462,3.16,-0.602,0.6667,454
GIG_4565,food_delivery,bengaluru,scooter,16985.81,0.2602,-0.0026,0.00346,0.3989,0.7877,,,18,0.225,3.35,0.05,0.3333,644
GIG_4566,home_services,bengaluru,bike,36163.23,0.1769,-0.0584,-0.00248,0.2593,0.785,98.0,0.7028,17,0.1712,2.7,-0.112,1.0,459
GIG_4567,ride_hailing,bengaluru,car,11213.07,0.3893,0.1328,0.01758,0.2073,0.7858,68.0,0.8054,31,0.2428,3.47,0.312,1.0,653
GIG_4568,ride_hailing,mumbai,car,25413.71,0.1876,-0.0644,-0.00049,0.4798,0.6434,77.0,,21,0.201,3.37,0.053,0.6667,585
GIG_4569,food_delivery,bengaluru,bike,14554.91,0.2927,0.0479,-0.0128,0.6329,0.7929,88.0,0.7624,32,0.3262,3.72,-0.598,1.0,536
GIG_4570,food_delivery,hyderabad,scooter,22047.22,0.1961,-0.06625,-0.00134,0.5034,0.7285,,0.8176,41,0.3571,4.08,-0.072,0.6667,582
GIG_4571,food_delivery,hyderabad,bike,18828.23,0.2648,-0.0057,-0.00763,0.3495,0.8359,,0.6362,12,0.1683,3.01,-0.142,0.6667,427
GIG_4572,food_delivery,delhi,bike,26535.26,0.3085,0.04695,0.00362,0.2109,0.5771,80.0,0.761,31,0.3061,3.6,0.066,1.0,510
GIG_4573,food_delivery,pune,scooter,38127.71,0.2322,-0.0304,0.00197,0.5203,0.5156,81.0,0.6646,16,0.1636,3.4,0.098,1.0,620
GIG_4574,ride_hailing,hyderabad,car,50021.51,0.3313,0.0911,-0.01919,0.2771,0.3358,136.0,,28,0.3319,4.46,-0.553,0.6667,491
GIG_4575,food_delivery,hyderabad,scooter,17313.56,0.1687,-0.09365,-0.00307,0.2177,0.4833,87.0,0.7518,29,0.2546,2.74,0.018,1.0,504
GIG_4576,home_services,mumbai,none,15877.8,0.3628,0.123,-0.01485,0.1537,0.4208,93.0,0.6747,34,0.2427,2.87,-0.324,1.0,300
GIG_4577,courier,pune,bike,18912.37,0.1706,-0.062,0.00349,0.5968,0.4822,84.0,0.7958,22,0.2236,3.63,0.132,1.0,559
GIG_4578,ride_hailing,pune,car,52321.79,0.1718,-0.078,-0.00747,0.7417,0.5512,100.0,0.6285,21,0.1435,3.0,-0.193,1.0,442
GIG_4579,food_delivery,pune,bike,36740.22,0.2618,-0.0013,-0.0001,0.4009,0.9364,110.0,0.7377,31,0.2763,3.63,-0.086,1.0,475
GIG_4580,food_delivery,pune,scooter,46561.61,0.2728,0.0102,-0.00418,0.146,0.7879,,0.7543,28,0.2646,3.29,-0.227,0.6667,427
GIG_4581,ride_hailing,mumbai,car,53554.01,0.2649,0.0129,-0.01159,0.3228,0.6916,124.0,0.9343,30,0.2955,3.44,-0.407,1.0,459
GIG_4582,food_delivery,hyderabad,car,54372.28,0.1831,-0.08245,-0.00205,0.3697,0.6445,131.0,0.9157,19,0.2528,3.15,-0.057,1.0,595
GIG_4583,food_delivery,pune,scooter,33820.11,0.2172,-0.0454,-0.00899,0.5859,0.5242,114.0,,36,0.2645,3.67,-0.324,0.6667,530
GIG_4584,ride_hailing,hyderabad,car,49388.72,0.1621,-0.0781,-0.00154,0.5176,0.7366,116.0,0.9477,25,0.2654,,,0.6667,590
GIG_4585,ride_hailing,hyderabad,scooter,39188.79,0.2404,0.01,0.00172,0.37,0.4285,110.0,0.9023,16,0.1877,3.03,0.079,1.0,471
GIG_4586,ride_hailing,delhi,car,53175.28,0.2275,-0.0127,0.00748,0.5735,0.6783,129.0,0.6207,32,0.2691,3.92,0.148,1.0,709
GIG_4587,ride_hailing,mumbai,car,27059.52,0.2506,-0.0014,-0.00427,0.3647,0.7203,104.0,,24,0.2573,,,0.3333,560
GIG_4588,courier,mumbai,scooter,53410.21,0.1875,-0.0458,-0.00714,0.5107,0.3486,117.0,0.8077,33,0.2597,3.77,-0.316,1.0,527
GIG_4589,courier,bengaluru,car,35116.38,0.1971,-0.0489,-0.00119,0.533,1.0307,82.0,0.5944,11,0.176,,,0.6667,589
GIG_4590,food_delivery,bengaluru,bike,40543.71,0.2377,-0.0071,0.00084,0.3137,0.7319,121.0,,30,0.3519,3.62,-0.318,0.6667,590
GIG_4591,food_delivery,delhi,bike,18581.86,0.2909,0.02935,-0.01128,0.5142,0.7335,89.0,0.6359,37,0.2823,3.4,-0.294,1.0,573
GIG_4592,home_services,bengaluru,car,42640.45,0.1862,-0.0567,-0.00489,0.2774,0.4884,78.0,0.8116,11,0.1289,2.64,-0.181,1.0,344
GIG_4593,ride_hailing,hyderabad,car,18467.57,0.1656,-0.0746,-0.00638,0.5745,0.5335,89.0,0.8462,20,0.2681,3.84,-0.295,1.0,661
GIG_4594,ride_hailing,bengaluru,car,32184.08,0.2932,0.0367,-0.00308,0.304,1.4322,90.0,0.5208,21,0.1806,2.94,-0.174,1.0,476
GIG_4595,home_services,hyderabad,none,32267.74,0.1867,-0.0498,-0.00663,0.4163,0.5191,80.0,0.8627,15,0.1946,3.16,-0.143,1.0,570
GIG_4596,courier,mumbai,bike,49043.61,0.2189,0.0004,-0.00131,0.2368,0.9289,141.0,0.7449,42,0.309,3.84,0.228,1.0,533
GIG_4597,ride_hailing,bengaluru,car,27670.69,0.1371,-0.1194,0.00014,0.6335,0.4144,107.0,,24,0.2654,3.65,0.067,0.6667,659
GIG_4598,ride_hailing,delhi,car,20423.41,0.1725,-0.0677,-0.00176,0.3997,1.0757,73.0,0.9289,25,0.3127,4.12,-0.004,1.0,564
GIG_4599,food_delivery,bengaluru,bike,15077.34,0.2335,-0.0113,-0.00393,0.3312,0.6674,102.0,0.6831,32,0.3082,3.65,-0.357,1.0,542
GIG_4600,home_services,hyderabad,none,45777.56,0.2675,0.031,0.00894,0.3098,0.5901,128.0,0.8062,43,0.3286,3.65,0.378,1.0,625
